"참 많이 미웠어 너의 모든 게
오래 된 사진 속에 날 보고 웃고 선
고운 네 표정들까지
자고 나면 내게로 돌아올 거라고
지겹게 너를 잊지 못하는 내가 더 미웠어
이젠 다 잊을 거란 지킬 수도 없는 약속 하고
너를 보낸 기억에 자꾸 난 지쳐만 가는데 baby
돌아와줘 멀지 않다면 아직 나를 사랑 한다면
아직까지 난 그 자리에 널 기다리고 있어 yeh
이미 다른 사랑 한다면 벌써 나를 다 잊었다면
조금만 더 기다릴게 더 미워할 수 있도록 yeh
참 오래 지났지 네가 떠난 지
사랑한 기억은 다
첨 부터 없었던 일 처럼 모두 잊었어
그런데 왜 이렇게 눈물이 나는지
너를 만나던 거릴 걸으며
또 힘이든 건지 이젠 다 잊었다고
웃을 수도 있다 말도 하고
너의 기억 하나도 없다고 믿고 지냈는데 baby
돌아와줘 멀지 않다면 아직 나를 사랑 한다면
아직까지 난 그 자리에 널 기다리고 있어 yeh
이미 다른 사랑 한다면 벌써 나를 다 잊었다면
조금만 더 기다릴게 더 미워할 수 있도록 yeh
너는 없는데
벌써 떠났는데 너를 잊지 못하고
네가 꼭 돌아올 거라고
내게로 믿고 있는 걸 모르고서
널 다잊었다 믿었나 봐
난 아직 끝까지 널 미워 못하고
그리워만 하나 봐
행복하게 살지 말아줘 나를 떠나 더 힘들어줘
다시 내게 오고 싶도록 baby
언제라도 내가 생각나 혹시 내게로 돌아올까 봐
언제나 난 여전히 이곳에 널 기다리고 있어
",발라드
"Yeah yeah Party people in the house
We back again 5th time around
Never gonna stop naver gonna quit
Once again bringing back
the flava like this
끝난 거야 돌아가
이제 더 이상은 나를 찾지마
니가 싫어졌다는데
무슨 얘기가 더 필요해
함께했던 시간들
더는 없다하며 추억하지마
내가 너를 버렸다는 걸
그 하나만 기억해
다른 사랑이 오면
나란 사람 잊게 될 거야
지금 니 눈물도
외로움도 숙명인 거야
아냐 나를 봐 내 눈을 바라봐
다시 말해봐 날 보고 말해봐
모두 거짓말 그런 말 믿지 않아
가지마 떠나지마
서로 사랑의 마음을 줬잖아
우리 정주고 모든 걸 줬잖아
나를 혼자 두지마 버리지마
lay back with the sonud
just get on down
uh when I come around
just blast it out
lay back with the sound
just get on down
uh when I come around
just blast it out come on
모든 것이 다 끝났어
널 항상 지켜 보고 싶었어
외로울 때도 보고 싶어도
세상 끝날것만 같아도
너 날 가슴 아프게 날 봐라
하지만 제발 날 잡지마
베이베 바라지마
내게 떠나가버려
and never come back
잘해주고 싶었어
너를 행복하게 해주고 싶었어
자꾸 나 때문에 우는 널
보고 싶지 않았어
내가 사라져야 해
잔인하게 널 버려야 해
작은 미련조차 남지 않게
잊을 수 있게
아냐 나를 봐 내 눈을 바라봐
다시 말해봐 날 보고 말해봐
모두 거짓말 그런 말 나 믿지 않아
가지마 떠나지마
서로 사랑의 마음을 줬잖아
우리 정주고 모든 걸 줬잖아
나를 혼자두지 마 버리지 마
어쩌면 평생토록 후회할지 몰라
나를 위해 떠난다는 말은
제발 하지마
이건 아니야 꿈이야 가지마
다시 첨으로 내게로 돌아와
제발 니옆에 아픔이 끝내지 마
다 알아 니 맘 알아
나를 버리고 떠나면 안되지
애써 싫은 척 지우려 하지마
나를 사랑하면서 떠나지마",댄스
"All I wanna know
Where's the secret garden
Inside of you
And where's the zoo
Then you will know
I'm not different from you
I'll say the names of trees with fruits
bring the sleeping monsters, too
If you hide your nails of violence
I will leave you with ignorance
When I'm tired of your zoo
Don't say that I don't trust you
Sometimes you didn't notice
that I can choose
You're not the universe as I am
It's like a small town
Worse than a jail sometime.
You're not the universe as I am
Don't terrify me never waste your time
La la la la la la la la
La la la la la la la la
La la la la la la la la
La la la la la la
La la la la la

All I wanna know is
Why you're treating yourself
As an eagle with hunger
Where's the clue
Then you will know
You just another victim
Hope that I know how to pray
For your painful monsters
You know
If you cut your nails of violence
No one say
That you are not innocence
When you are tired of being good
There so many other joys
Will come to you
Sometimes
You didn't notice the changes
You're not the universe as I am
Its' like a small town
Worse than a jail sometime
You're not the universe as I know
Don't terrify me never waste your time
I know you have your own secret garden
Is it just like mine
or better than where I've been
You're not the universe as I am",발라드
"believe it you'd better
believe it
it's without without
your love
아무런 감정은 없어 나
바보처럼 멈춰서
나의 길을 찾으려 자 눈을 감아
왜 내가 그 이상이 될 수 없는지
알 수가 없어 이 현실이
나 여기서 끝내야해
햇님을 담아 별님을 담아
나 상상했던 이상 찾아
believe it you'd better believe it
'cause I found the future
it's sithout it's without your love
무지개 닮아 정말 예뻐
저 하늘의 구름이 되게
you'd bet better believe it
you showed me the furute
it's without without your love
나의 길을 찾으려 애쓰며
달을 내려 별빛을 꺼
무엇이든 상관없어
너로 인해 겪은 모든 것으로 인해
나의 미래를 찾았으니깐
그래 나 그 누구도 탓하지 않아
모든걸 잊고 나아가야 해
너의 사랑 없이 나아가야 해
아무도 필요치 않게
숨조차 참을 수 없게
그 누구도 탓하지 않아
너 생각해봐
그렇지 너 생각이 나질 않겠지
되돌릴수 없단 걸 알지
모든 걸 잊고 시작 해볼래
without your loving
햇님을 담아 별님을 담아
나 상상했던 이상 찾아
believe it you'd better believe it
'cause I found the future
it's sithout it's without your love
무지개 닮아 정말 예뻐
저 하늘의 구름이 되게
you'd betbetter believe it
you showed me the furute
it's without without your love
햇빛을 내려 비가 내리게
깨끗이 잊어버리게
영원히 지워 버리게
감정의 흐름을 잃어버려
공간속에 난 갇혔어
without your love
you'd better
you'd better
better believe it
you'd better
better believe it
햇님을 담아 별님을 담아
나 상상했던 이상 찾아
believe it you'd better believe it
'cause I found the future
it's sithout it's without your love
무지개 닮아 정말 예뻐
저 하늘의 구름이 되게
you'd betbetter believe it
you showed me the furute
it's without without your love
you'd better better believe it
without your love
it's without without your love
햇님을 닮아",댄스
"우리의 사랑이 한 줄기 눈물 되어서
내 가슴을 적셔와
우리의 사랑이 초라한 추억 되어서
내 가슴에 상처를 새겨

나였잖아 나였잖아 네옆에서
늘 지켜주던 사람
다른 사람곁에서 나를 지워가는 널
바라보고만 있는 나

돌아와 제발 안올 줄 알면서도
매일 밤 내 꿈속에서 널 기다리며 울고 있어
날 버린 우리 마지막 사랑까지도 간직하고 싶어

너였잖아 (나의 사랑) 너였잖아 내곁에서
늘 지켜주던 사람
다른 사람곁에서 나를 지워가는 널
바라보고만 있는 나

돌아와 제발 안올 줄 알면서도
매일 밤 내 꿈속에서 널 기다리며 울고 있어
날 버린 우리 마지막 사랑까지도 간직하고 싶어

더 이상 무엇도 묻지 않을게
그냥 돌아오면 돼

돌아와 제발 안올 줄 알면서도
매일 밤 내 꿈속에서 널 기다리며 울고 있어
날 버린 우리 마지막 사랑까지도 간직하고 싶어

",발라드
"넌 언제나 나의 곁에서
항상 꿈을꾸는 그대 천사이길 바래
눈 내리던 어느 겨울 날
영화 속의 주인공처럼
(그 어느날) 하얀 면사포로 얼굴을 가린
수줍은 신부의 모습
(나에게) 사랑의 서약을 말하겠지
많은 사람들 축복속에
Everybody everyody
party time yeah-
all right all right
Everybody everybody
party time yeah-
난 너를 사랑해
넌 나를 모를 꺼야 내 마음이
왜 이렇게 떨려 오는지 너는 몰라
언제까지나 이 순간을 너와 나눌께

덤 덤 치키 치키 치키 치키 치키 덤
덤 치키 덤 치키 덤 덤 치키 덤
오우 워우 yeah 오우 워우 yeah 오우

난 너에게 다가갈수록
고백하고 싶은 그 말
언제나 사랑해
한참동안 생각해왔어
나의 단 한 사람을 위해
(꿈 속에) 네가 만들어 준 아침을 하고
넥타이를 맨 내 모습
(그 어느날) 우리 둘을 닮은 아이와 함께
사는 꿈이 이뤄진다면
Everybody everybody
party time yeah
all right all right yeah
Everybody everybody
party time yeah
난 너를 사랑해
하늘이 축복해 준 하얀 눈과
눈처럼 아름다운 그대 모습
언제까지나 이 순간을 너와 나눌께
덤 덤 치키 치키 치키 치키 치키 덤
덤 치키 덤 치키 덤 덤 치키 덤
오우 워우 yeah
오우 워우 예예이 워
Everybody everybody
party time yeah
all right all right yeah
Everybody everyobdy
party time yeah
all right all right
",댄스
"날 이제 그만 너의 곁으로
돌아가도록 해줘
그런 네 맘 어디도 있지 않은
차가운 말은 싫어 yeh-
첨 만난 그날 처럼 미소를 나에게 줘
다시 바라봐 줘 Uh-

아무런 말도 못하고 서 있는
나를 용서 해줘 네 곁에만 있을게
For you For you
널 울리지 않을게 약속해 너에게

한번 단 한번 아픈 내 마음을 알아줘
너를 바라는 너 하나 사랑한 내 맘을
너를 떠나선 행복할 순 없어 난
You Don't have to be along
그저 내 사랑 알기만 해줘

나조차 모를 만큼 빠르게
빠져 버린 거야 네가 아파할 줄은
나 몰랐나 봐 나 잊었나 봐
하지만 한 순간도 내 맘이
널 떠나 살진 않았어

믿어줘 날 널 사랑하는 날 제발-
네 곁에만 있을게
For you For you-
널 울리지 않을 게 약속해 너에게

한번 단 한번 아픈 내 마음을 알아줘
너를 바라는 너 하나 사랑한 내 맘을
너를 떠나선 행복할 순 없어 난
You Don't have to be along
그저 내 사랑 알기만 해줘

(난 아직 까지 한번도 네 사랑 없이
다른 누굴 사랑할 자신도)
다른 사람 사랑 할 생각한 적 없는데

한번 단 한번 아픈 내 마음을 알아줘
너를 바라는 너 하나 사랑한 내 맘을
너를 떠나선 행복할 순 없어 난
You Don't have to be along

한번 단 한번 아픈 내 마음을 알아줘
너를 바라는 너 하나 사랑한 내 맘을
너를 떠나선 행복할 순 없어 난
You Don't have to be along
그저 내 사랑 알기만 해줘 -",발라드
"이대로 끝났으면 좋겠어
이대로 잊혀지면 좋겠어
지난 밤 꿈처럼 달콤했던 꿈으로
이렇게 울고나면 잊을까
이렇게 미워하면 잊을까
나의 마음속에 그대가 살지 못하게
난 모르겠어 자꾸 눈물만 흘러내리고
난 한순간도 그댈 잊고 살수가 없는데
나 어떡해 그대를 너무 사랑해
이별도 사랑하려고
웃으며 행복하길 바란다며 그댈 보내줬는데
아직 내 사랑이 좀 부족한가봐
눈물 섞인 내 마음에
그대가 불행해져 다시 나를 찾길 바라고있어
나 나 어떡해
자꾸만 눈물이 흐르고
나 나 어떡해
가슴이 아파 난 너무나

오늘이 없었으면 좋겠어
내일이 안 왔으면 좋겠어
그대 생각하며 어제처럼 잠들게
오늘이 가는 게 난 두려워
내일이 오는 게 난 두려워
나의 그리움은 눈물로 잠들 테니까
난 모르겠어 자꾸 눈물만 흘러내리고
난 한순간도 그댈 잊고 살수가 없는데
나 어떡해 그대를 너무 사랑해
이별도 사랑하려고
웃으며 행복하길 바란다며 그댈 보내줬는데
아직 내 사랑이 좀 부족한가봐
눈물 섞인 내 마음에
그대가 불행해져 다시 나를 찾길 바라고있어
나 나 어떡해
자꾸만 눈물이 흐르고
나 나 어떡해
가슴이 아파 난 너무나
",댄스
"아름다운 그녀 모습
차마 잊기도 전에
비오는 날 전해받은
아주 작은 편지 하나
미안해요 나 결혼해요
부디 행복하세요
청첩장에 적힌 날은
바로 비 내리는 오늘
달려가 소리쳐볼까
이 결혼은 안 된다고
우리 얼마나
깊이 사랑했는지 알 수 있게
빗속을 뛰어 갔지만
이미 도착했을 땐
너무나 아름다운 그녀의 얼굴이
나를 만나 사랑할 땐
한번도 본 적 없던
그 행복한 그 미소들이
나를 초라하게 했어
나보다 잘나 보이는
그 남잘 바라보면서
내가 얼마나
많이 부족했는지 알게 됐어
그녀를 사랑해줘요
행복하게 해줘요
내 생각 나지않게
더 사랑해줘요
내가 너무 속을 많이 썩여
남잘 믿지 못해요
꼭 하루 한번씩
사랑을 확인해줘요
나 여기 있으면 안돼
나 그냥 돌아가야해
나 때문에 그녀가
곤란해지면 어떡해
그녀를 사랑해줘요
행복하게 해줘요
내 생각 나지 않게
더 사랑해줘요
그대 이젠 안녕",발라드
"알고 있나요 내가 사랑한 그대
아무래도 우리는 천생연분인가 봐요
울지 말아요 화장이 번지잖아요
조금만 더 참으면 우린 영원히 태어나요
아무 걱정 말아요 나 여기 있어요
아픈 상처도 슬픈 눈물도 이젠 없을 테니까
좋은날 좋은날 내가 지켜 드릴게요
좋은날 좋은날 이젠 외롭지 않아요
그대 보다도 나를 잘 아는 사람은
아마 없을꺼예요
믿어요 내 삶에 커다란 선물은 그대죠
알고 있나요 내가 사랑한 그대
그댈 만나기 위해 천번을 울었던 나를
너무 귀해서 훔쳐 보기만 했던 날
이미 나의 심장은 그대 향해 뛰고 있었죠
힘들었음을 그대는 모르실테죠
하지만 그대 그 시간의 그대 날 데려 온거죠
좋은날 좋은날 내가 지켜 드릴께요
좋은날 좋은날 이젠 외롭지 않아요
그대 보다 더 나를 잘아는 사람은
아마 없을꺼예요
믿어요 내 삶에 커다란 선물은 그대죠
좋은날 좋은날 내가 지켜 드릴께요
좋은날 좋은날 이젠 외롭지 않아요
우리 함께 하는 날 그 시간이
이젠 우리에게 남았죠
영원히 내 손을 잡고서 사랑을 믿어요",발라드
"울고 있는 나의 모습
바보같은 나의 모습
환하게 비추는
태양이 싫어 태양이 싫어
누군가 날 알아보며
왜 우냐고 물어보면
대답을 해줄 수가
없는게 너무 싫었어
태양을 피하고 싶어서
아무리 달려봐도
태양은 계속 내 위에 있고
너를 너무 잊고 싶어서
아무리 애를 써도
아무리 애를 써도 넌 내 안에 있어
아직도 너의 그 미소
나를 만졌던 그 두손
그리워하는 게
너무 싫어서 너무 싫어서
많은 사람들 속에서
웃고 얘길 나누면서
잊어보려 했지만
또 다시 눈물이 흘렀어
태양을 피하고 싶어서
아무리 달려봐도
태양은 계속 내위에 있고
너를 너무 잊고 싶어서
아무리 애를 써도
아무리 애를 써도 넌 내안에 있어
모두 다 내가 잊은 줄 알아
하지만 난 미칠 것 같아
너무 잊고 싶은데
지우고 싶은데 그게 안돼 예
태양을 피하고 싶어서
아무리 달려봐도
태양은 계속 내위에 있고
너를 너무 잊고 싶어서
아무리 애를 써도
아무리 애를 써도 넌 내 안에 있어
태양을 피하고 싶어서
아무리 달려봐도
태양은 계속 내위에 있고
너를 너무 잊고 싶어서
아무리 애를 써도
아무리 애를 써도 넌 내 안에 있어
yo 너무 깊이 박혀
뺄 수 없는 가시같이
너무 깊이 다쳐
나을 수 없는 상처같이
너라는 사람
도무지 지워지질 않지
헤어져도 같이 살아가는 것 같지
눈물로 너를 다 흘려서
지워버릴 수만 있다면야
끝없이 울어
내 눈물 강을 이뤄 흐를 정도로
많이 울어서라도 너를 잊고
제대로 살고 싶어
제대로 살고 싶어
제대로 살고 싶어",댄스
